100
-0.07938807;-0.03663777;-0.07299096
0.09504444;-0.06167731;0.04753131
0.09629259;0.08050337;0.01940151
0.06981366;0.02879958;0.06389425
0.09288485;0.0186936;0.07826919
-0.0643918;0.00990437;-0.03614997
-0.04063372;-0.03578741;-0.02906341
0.09447784;-0.0627454;0.07120805
-0.02274653;-0.02621297;-0.009334505
-0.006674543;0.04811168;0.02370902
-0.04744934;0.04445589;-0.0160052
-0.09819479;-0.04591397;-0.06711497
0.08330411;-0.02904088;-0.07030655
0.05743806;0.07919461;0.02688503
-0.09863205;-0.01262771;-0.02773582
-0.06431632;-0.06994212;-0.0894815
0.07632127;0.09362557;-0.08625071
-0.08828754;0.07940996;0.05689566
-0.04266871;0.03659167;0.04049961
-0.0508684;0.08306744;-0.04740783
0.05921974;0.06534626;0.03982286
0.01282607;-0.08675721;-0.0532142
0.0002208799;-0.005455241;0.08304264
-0.0292452;-0.08111303;-0.05686677
-0.01199287;-0.04957158;-0.04471022
0.03309784;-0.03363668;0.02847469
-0.03746032;0.01939763;0.000423111
-0.07073826;0.03930468;0.08284247
-0.02558273;-0.09743652;-0.09443539
0.06028783;-0.05045808;0.07764559
0.05359936;0.02112812;0.01501769
-0.03896124;-0.06795471;-0.08515029
0.09921446;0.01627837;0.01734632
0.06529469;-0.02986242;0.001431718
-0.03537191;0.01129629;0.02548552
0.09256018;-0.01265792;-0.05465043
-0.07469799;0.01088861;0.0548299
0.00892137;0.08464005;0.01026782
-0.02220937;-0.07361593;-0.0212051
0.03966784;-0.08133949;-0.08635772
-0.08820636;-0.06667585;0.0876297
0.04114351;0.05952222;0.07640388
-0.008012161;-0.003170624;0.04091685
0.07671339;-0.07380641;-0.0813838
-0.02047125;-0.03506631;-0.04104399
0.008159436;-0.01534671;0.07592306
0.08217897;-0.02021948;0.04250817
-0.07621839;0.09387486;-0.0863749
-0.008217871;-0.09014692;0.08537645
-0.08611975;-0.012968;-0.004356541
-0.004125439;-0.0186695;-0.05930442
-0.0009646565;-0.05265138;0.05790484
0.08567431;-0.07254937;0.002246723
-0.09393363;0.01238922;-0.04539537
-0.003079854;-0.04108127;-0.0279041
0.0711822;-0.04900023;-0.02673174
0.04654185;0.02519717;0.04427545
-0.07185357;-0.0453055;-0.03357803
0.01891254;0.0883585;0.01100701
0.09244133;0.04709546;0.05251851
-0.01558699;-0.03556711;0.06816387
-0.08036023;-0.05106006;-0.0651715
0.07335112;0.0424262;0.06862621
-0.0506267;0.06070709;-0.09097061
-0.08650429;0.08355558;-0.01015981
0.05709529;0.00966908;-0.08276583
-0.03836084;0.07843155;0.07683599
-0.05051065;0.09109149;-0.09244943
0.02898874;0.003856763;0.02009398
-0.05311777;-0.0286038;-0.01317605
-0.0508384;0.05878071;-0.009392962
0.01908006;0.07421839;0.02025026
-0.0247856;-0.09297877;0.02348377
0.03977916;0.02409834;0.06884942
0.01695558;-0.03431698;-0.05865473
-0.03854238;-0.07962232;0.02405034
0.04944923;0.02790882;0.06858439
0.02916479;0.01632275;0.05817241
-0.09779518;-0.01310913;0.08544602
-0.07520504;-0.004160367;-0.03341035
0.01953021;0.03843143;0.07624128
-0.03048862;-0.02419873;0.0536176
-0.03857931;0.04146147;-0.07950795
0.02421936;0.08027122;0.03924984
0.009718403;0.001794375;-0.09379885
-0.08540232;-0.03136305;-0.06979885
-0.04458319;0.06326825;0.05643511
-0.08486853;0.005690776;-0.02396363
0.09483244;0.0567256;0.07201626
0.01395863;-0.0708575;-0.04626013
-0.01194283;0.03242097;-0.02130936
0.001532301;-0.01241396;-0.07536187
0.07035237;-0.07032285;0.06356341
-0.02452594;0.07914262;0.08962097
-0.09017;0.0702492;-0.04237735
0.07051289;0.02238561;0.08809824
-0.08113886;-0.07436209;0.04711444
0.03474777;-0.03380288;-0.08344799
-0.01481642;-0.02242009;0.003261507
-0.07313807;-0.05384488;0.03471443
