52
0,0412328;-0,07129254;-0,0009495392
-0,06906574;0,09336605;0,07662695
0,03610398;-0,01157163;-0,007768139
0,04259989;-0,06021459;0,01921596
-0,08052994;0,02181624;-0,001232944
0,02179865;0,07872651;-0,05688543
0,03088522;-0,06393623;-0,09385044
-0,07980197;0,02436253;0,0878114
0,0373604;-0,02343084;0,0672676
-0,05867153;-0,007641613;-0,08503569
0,08826175;-0,07485152;-0,03668257
0,09468132;0,04459888;-0,05625372
-0,07328301;0,0111107;-0,06931724
-0,07954755;0,0794045;-0,03061017
-0,0370196;-0,06466334;-0,01305689
-0,08035738;-0,02710165;0,03931815
-0,07102031;0,04590208;0,07893854
0,06433477;-0,07252262;0,07418349
0,03123605;0,06656697;-0,02567733
-0,00857605;-0,02595793;0,006091729
0,05623345;0,01718193;0,09579236
-0,001865163;-0,09857776;0,01411885
-0,08947704;-0,04698988;0,00841967
0,04639015;-0,06120906;-0,04446224
-0,08917532;0,09204496;0,03075671
-0,02777735;-0,0740582;-0,002524771
0,05392413;-0,06655266;0,06367767
-0,05360248;-0,0497908;-0,05545221
0,01282731;-0,07167888;0,02045029
-0,04117257;-8,698553E-05;0,01695665
0,06756148;0,0006105304;-0,06615317
0,06069085;0,08289554;0,05495415
0,02688167;-0,01793579;-0,06673584
0,05417389;-0,002087489;-0,0561291
0,02819676;-0,06990761;0,0256067
0,01331252;-0,04127037;-0,02125691
0,007708751;0,006882802;-0,008741774
0,05428655;-0,06337065;0,005579695
0,0759423;0,02862615;-0,05782249
-0,06271634;0,01164903;0,02912325
0,0958541;0,09928022;-0,05698991
-0,03202618;0,03391375;0,04314661
0,07581902;-0,04133638;-0,05586892
-0,02246393;-0,02310862;0,04812686
0,03862493;-0,08160143;-0,03026007
0,0137257;0,02450114;-0,05437661
0,03965716;-0,02473448;0,07432165
-0,03322555;0,02574477;-0,009927288
0,01579896;0,09752946;0,09480684
-0,04921225;0,0002849475;0,08553951
0,05967238;0,05488136;-0,02343787
0,03101134;-0,006901398;-0,07217956
