max-speed:;5
directions-array-size:;300
-0.269058;-0.460106
-0.447;0.986586
-0.74707;0.0637884
0.0439618;-0.880406
0.693729;-0.673297
-0.339361;-0.30245
0.527923;0.821987
-0.800916;-0.997257
0.747161;0.406941
0.254745;-0.244486
0.443681;0.0486152
0.9905;0.578897
-0.510141;0.998456
0.325387;0.435283
-0.985306;-0.125351
0.548447;0.347462
0.715233;-0.260696
-0.655631;-0.730241
-0.416415;0.860551
-0.149366;-0.897292
-0.865207;0.161118
-0.827594;0.486377
0.33277;0.934354
-0.999861;0.673122
0.188382;-0.357421
-0.875981;0.477634
-0.635986;-0.705409
-0.360951;-0.742393
0.510348;0.479148
-0.998859;-0.212624
0.86439;-0.958737
-0.475264;-0.697449
0.650473;-0.700776
0.524666;-0.852315
0.998111;0.0512974
0.737139;-0.517956
-0.866931;-0.663457
0.783428;-0.390364
-0.458103;-0.717812
-1;0.418116
0.569717;-0.565764
-0.987755;-0.87649
-0.958871;0.0777003
0.946745;0.99359
-0.421076;-0.388551
0.612087;0.419211
0.42503;0.609924
-0.99982;0.274951
-0.513104;-0.946987
-0.261697;-0.957139
0.911592;-0.262302
-0.0823285;0.799506
0.0833841;0.68327
0.441094;0.333387
0.672194;-0.785809
-0.0288807;-0.369036
0.738019;0.52926
-0.990697;0.299067
-0.969333;0.493016
-0.980109;0.170388
-0.165615;0.494224
0.164035;-0.218569
0.1733;-0.285167
-0.131705;-0.953514
-0.63186;0.985273
-0.887273;0.323125
0.09213;-0.432264
-0.0350514;0.997751
0.495273;-0.641559
-0.138736;0.785512
-0.955937;-0.930368
0.0361099;0.107857
0.350252;-0.990388
-0.780593;0.012959
0.0686565;0.181083
-0.968525;0.0719639
-0.969839;0.0371661
0.738276;0.700303
0.891189;-0.852084
-0.117965;-0.61273
0.970093;-0.194174
0.329329;-0.136879
0.985622;0.905034
0.606347;-0.124141
0.0297412;0.270341
0.228523;0.266696
0.991041;-0.774411
0.486086;0.955486
0.344537;-0.876218
-0.327435;0.990821
0.998723;0.252815
0.639458;0.720628
0.189701;0.508114
-0.963359;0.512576
0.941319;-0.757113
0.753981;-0.71325
-0.604895;0.0760416
-0.398901;-0.979284
0.783403;-0.995844
0.336417;0.941916
-0.604287;0.999813
-0.91051;0.0145
-0.11705;-0.147511
0.351904;-0.90393
-0.571712;-0.0723046
0.977499;-0.91345
0.409658;-0.997702
-0.331771;0.890602
-0.999293;0.996445
0.870118;-0.89439
0.827537;0.151971
0.382572;-0.938972
0.997743;-0.995469
0.00659194;0.147415
-0.999684;-0.661055
-0.704222;0.950296
-0.00130609;-0.947256
-0.985864;-0.873216
-0.461004;0.746342
0.633396;0.002797
-0.0890177;0.975188
-0.705471;-0.792286
0.969956;-0.95506
0.704562;-0.0347784
0.41978;-0.663205
-0.876165;-0.977742
-0.987058;0.851464
-0.709536;0.960758
-0.999613;-0.946373
0.991072;0.429229
0.92632;-0.354911
-0.906177;-0.929329
0.779929;0.662801
0.994472;0.862109
0.194597;0.653461
0.985158;0.988889
0.896437;0.999765
0.846545;0.872169
-0.539484;0.891847
-0.447;-0.908708
-0.443215;-0.505555
0.805657;0.92749
0.872469;0.988252
-0.998568;0.161871
-0.0208266;0.496014
0.687494;-0.981949
0.808144;-0.578964
-0.540935;-0.329203
-0.999974;0.04235
-0.677917;0.992892
-0.996476;-0.994638
0.981687;-0.267172
0.638902;-0.14339
-0.36987;-0.406904
-0.445963;-0.877385
-0.992713;-0.343229
-0.13284;-0.982348
-0.99382;0.960222
0.622949;0.60806
-0.639242;-0.506765
0.982559;0.697149
0.678417;-0.0818586
-0.960102;-0.560216
-0.482302;-0.19944
-0.260553;-0.175699
0.965174;0.422685
-0.929429;-0.589712
-0.675951;-0.394252
-0.0970394;-0.999859
-0.408525;-0.834499
-0.685337;0.205604
0.677284;-0.571012
-0.599347;-0.875814
0.905906;0.64662
0.655827;-0.0651656
0.144865;-0.627929
0.511209;-0.807593
0.999446;-0.991626
-0.63927;0.173785
-0.977309;0.128993
0.237062;0.276109
0.707824;0.889934
-0.995428;-0.619784
-0.416761;0.0491791
0.278041;0.714261
0.324839;-0.417332
0.975978;-0.720431
0.163463;0.856946
0.796007;0.994818
-0.946789;-0.974711
-0.626952;-0.944328
-0.161822;0.219084
-0.840723;-0.321528
-0.150693;-0.476875
0.0563727;-0.573377
-0.532549;0.597541
-0.22503;-0.00467979
0.422072;-0.963382
-0.692035;-0.977502
-0.521284;0.88638
0.198328;-0.958464
0.324117;0.320886
0.97741;0.816483
0.86129;-0.114248
0.424124;0.614027
0.972779;-0.853717
0.99738;-0.697449
-0.397851;0.720934
0.51611;0.921072
-0.945597;0.168688
0.394037;-0.191972
-0.484527;0.908272
0.770367;-0.165506
0.118259;0.421426
0.0437789;0.51919
0.365335;0.267445
-0.238834;-0.996733
-0.584825;0.755961
0.829153;0.600876
-0.958421;0.598581
-0.819129;0.967015
-0.994362;-0.349699
0.268594;-0.637723
0.514476;0.796536
0.991147;-0.999883
-0.0233682;0.367923
0.539112;0.241609
0.837541;0.491063
-0.999272;-0.186893
0.609054;0.867503
0.28794;0.345472
-0.445657;0.512956
0.624328;-0.9508
0.287194;0.255413
-0.37344;-0.805401
0.25137;-0.195865
0.691964;0.0880706
-0.873545;0.295775
0.96749;-0.936374
-0.9698;0.025865
-0.983519;0.0848326
-0.941932;-0.745513
-0.446681;0.057986
-0.690343;-0.926301
-0.857435;0.27385
-0.476584;-0.440076
0.42447;-0.343415
0.892666;0.740269
-0.618817;-0.19555
0.57271;0.470554
0.0247932;0.160305
-0.10334;-0.468768
-0.658352;0.871572
0.00370806;-0.729188
0.359581;-0.77888
-0.964389;-0.650921
0.980768;-0.902883
